MJD,FLT,FLUXCAL,FLUXCALERR,PHOTFLAG,PHOTPROB,ZPFLUX,PSF,SKYSIG,SKYSIG_T,GAIN,XPIX,YPIX,EXPNUM,CCDNUM,SNID,ACTION,COMMENT,TIME,USER,OBJID_COPY,BATCH
58481.125,g,9.7358,2.8983,4096,0.38,32.971,2.636,35.3,44.6,1.04,252.25,2899.62,807030,41,5891537,NoisyTemplate,,04/11/20 20:20:43,ramorgan2,289137312.0,1
58466.03599999999,i,23.767,5.2989,4096,0.44299999999999995,33.244,1.784,142.7,102.2,1.02,471.45,2048.22,802852,52,5802256,NoisyTemplate,,04/11/20 20:11:34,ramorgan2,285383040.0,1
58481.125,g,13.013,2.9843,4096,0.48700000000000004,32.971,2.636,35.3,44.6,1.04,187.89,1538.69,807030,41,5872180,NoisyTemplate,,04/10/20 11:50:57,ramorgan2,289134151.0,2
58483.147,r,17.02,2.8243,4096,0.085,33.075,1.837,57.8,55.3,0.96,972.07,2477.36,807643,11,5876917,NoisyTemplate,,04/11/20 17:31:53,ramorgan2,289979613.0,2
58481.084,r,57.732,9.9797,4608,0.48,31.736,2.575,35.7,22.5,0.98,1385.57,2773.04,807014,36,5865269,NoisyTemplate,,04/11/20 20:23:58,ramorgan2,288543012.0,2
58481.125,g,11.289,3.1129,4096,0.307,32.971,2.636,35.3,44.6,1.04,526.96,2642.58,807030,41,5872191,NoisyTemplate,,04/11/20 17:36:52,ramorgan2,289136709.0,3
58468.04,z,46.111000000000004,11.126,4096,0.315,32.907,2.02,175.6,154.2,0.94,217.9,1277.48,803526,11,5789830,NoisyTemplate,,04/11/20 20:10:46,ramorgan2,285847262.0,4
58482.15900000001,r,15.148,2.8098,4096,0.43,33.089,2.086,50.0,52.2,1.02,1416.79,2732.62,807330,21,5878279,NoisyTemplate,,04/11/20 17:44:34,ramorgan2,289745756.0,4
58481.084,r,30.914,7.6474,4608,0.42200000000000004,31.736,2.575,35.7,22.5,0.98,907.27,479.14,807014,36,5865265,NoisyTemplate,,04/11/20 20:13:38,ramorgan2,288542966.0,5
58466.03599999999,i,57.401,7.9869,4096,0.2,33.244,1.784,142.7,102.2,1.02,1684.01,3636.17,802852,52,5892676,NoisyTemplate,,04/11/20 20:56:40,ramorgan2,285383175.0,6
58481.125,g,10.109,2.853,4098,0.423,32.971,2.636,35.3,44.6,1.04,1317.8,3041.58,807030,41,5872193,NoisyTemplate,,04/11/20 20:26:39,ramorgan2,289137609.0,6
