MJD,FLT,FLUXCAL,FLUXCALERR,PHOTFLAG,PHOTPROB,ZPFLUX,PSF,SKYSIG,SKYSIG_T,GAIN,XPIX,YPIX,EXPNUM,CCDNUM,SNID,ACTION,COMMENT,TIME,USER,OBJID_COPY,BATCH
58481.125,g,13.728,3.1514,4096,0.318,32.971,2.636,35.3,44.6,1.04,329.3,4042.81,807030,41,5876392,Marginal,,04/11/20 17:29:41,ramorgan2,289137700.0,1
58409.348,i,59.651,8.9201,12288,0.927,31.705,2.082,50.0,27.7,1.05,796.5,2576.18,784725,22,5524218,Marginal,,04/11/20 17:28:26,ramorgan2,269247045.0,1
58482.15900000001,r,15.072,2.9418,4096,0.355,33.089,2.086,50.0,52.2,1.02,568.31,2533.8,807330,21,5881809,Marginal,,04/11/20 17:32:29,ramorgan2,289745291.0,1
58452.175,g,125.73,5.2632,12288,0.94,31.594,1.666,21.9,11.1,1.0,719.92,1441.21,797881,14,5682905,Marginal,,04/11/20 17:31:59,ramorgan2,278352337.0,1
58472.106,z,91.72,19.761,4096,0.498,31.462,1.875,105.1,43.2,0.94,646.81,3994.03,804793,11,5876418,Marginal,,04/11/20 17:28:36,ramorgan2,286390747.0,1
58371.222,g,87.265,5.8181,12288,0.948,31.527,2.1590000000000003,21.0,12.4,0.92,575.35,665.58,771508,16,5458041,Marginal,,04/11/20 17:40:16,ramorgan2,263699423.0,1
58376.335,r,148.73,6.5992,12288,0.855,31.789,2.372,37.0,24.7,0.97,2022.15,3505.15,773815,24,5487672,Marginal,,04/11/20 17:32:58,ramorgan2,265581562.0,1
58409.013,z,420.15,24.846,4096,0.593,31.467,1.922,118.8,46.5,0.93,531.41,138.68,784507,38,5540106,Marginal,,04/10/20 11:53:34,ramorgan2,268508768.0,2
58481.15900000001,r,15.612,3.5196,4096,0.552,33.082,2.373,57.9,45.3,0.97,946.42,216.48,807039,24,5805202,Marginal,,04/11/20 17:40:27,ramorgan2,289244829.0,2
58430.100999999995,i,202.04,10.832,4096,0.66,31.686,1.922,53.3,19.8,0.93,2023.13,1958.59,792016,13,5549060,Marginal,,04/10/20 11:53:32,ramorgan2,271416545.0,2
58431.297,r,165.46,7.8574,12288,0.948,31.775,2.397,34.8,16.2,0.91,996.15,3759.71,792535,5,5569677,Marginal,,04/10/20 11:53:53,ramorgan2,272617364.0,2
58483.059,r,95.91,6.0786,12288,0.9,31.732,2.0709999999999997,31.9,20.7,1.0,1605.53,3427.26,807611,8,5808684,Marginal,,04/11/20 20:15:16,ramorgan2,289562491.0,3
58481.15900000001,r,20.379,3.5638,4096,0.64,33.082,2.373,57.9,45.3,0.97,947.52,1725.69,807039,24,5873411,Marginal,,04/11/20 17:34:27,ramorgan2,289247203.0,3
58454.278,g,117.43,4.6979,12288,0.99,31.602,1.876,20.0,9.2,1.04,1330.4,2835.63,798709,22,5723039,Marginal,,04/11/20 17:33:24,ramorgan2,282904560.0,3
58379.376,g,93.798,6.4773,12288,0.973,31.634,2.779,24.7,11.4,1.01,1384.74,1054.37,775194,35,5498106,Marginal,,04/11/20 17:42:36,ramorgan2,266349062.0,4
58437.117,i,34.391999999999996,9.2704,4096,0.573,31.679000000000002,1.67,69.4,25.2,1.0,1818.75,1469.1,794067,14,5577636,Marginal,,04/11/20 20:11:04,ramorgan2,273082656.0,4
58458.073,g,156.77,11.741,12288,0.861,31.594,4.044,22.8,10.8,0.95,283.71,216.09,800075,27,5715709,Marginal,,04/11/20 17:43:27,ramorgan2,283143537.0,4
58451.046,g,125.7,4.0969999999999995,12288,0.94,31.61,1.875,19.3,10.4,1.06,891.27,3567.27,797413,19,5625231,Marginal,,04/11/20 17:41:26,ramorgan2,276678019.0,4
58472.106,z,151.36,19.548,12288,0.965,31.462,1.875,105.1,43.2,0.94,1594.49,298.57,804793,11,5807901,Marginal,,04/11/20 17:46:27,ramorgan2,286390694.0,4
58459.297999999995,g,61.843,5.6818,12288,0.914,31.618000000000002,2.7289999999999996,21.8,10.4,0.92,1056.4,3036.57,800494,16,5719374,Marginal,,04/11/20 20:13:34,ramorgan2,281805827.0,5
58482.15900000001,r,15.765999999999998,2.7433,4096,0.345,33.089,2.086,50.0,52.2,1.02,1966.54,2454.06,807330,21,5878278,Marginal,,04/11/20 20:22:05,ramorgan2,289745021.0,5
58377.386,g,30.414,6.8203,4096,0.43,31.664,3.503,20.2,12.3,1.04,291.39,181.35,774385,26,5825101,Marginal,,04/11/20 20:25:13,ramorgan2,287028534.0,6
58377.386,g,100.34,8.2835,4096,0.328,31.664,3.503,20.2,12.3,1.04,494.17,343.05,774385,26,5825102,Marginal,,04/11/20 20:53:28,ramorgan2,287028537.0,6
58468.04,z,44.428000000000004,10.481,4096,0.522,32.907,2.02,175.6,154.2,0.94,1148.81,1879.36,803526,11,5889121,Marginal,,04/11/20 20:25:05,ramorgan2,285847491.0,6
58452.291,z,389.02,23.438,12288,0.733,31.424,1.545,81.7,47.5,0.98,1366.27,2706.75,797963,44,5725577,Marginal,,04/11/20 21:00:18,ramorgan2,282921799.0,7
58409.141,z,94.59,15.335,4608,0.398,31.492,1.763,82.8,58.8,0.95,29.49,3907.87,784591,34,5567990,Marginal,,04/13/20 16:33:20,ramorgan2,268882317.0,7
58465.147,g,143.14,4.522,12288,0.95,31.634,1.707,22.4,8.2,0.95,1338.33,2070.63,802581,48,5773077,Marginal,,04/11/20 21:04:54,ramorgan2,285253145.0,8
58452.279,r,238.69,12.255999999999998,12288,0.81,31.750999999999998,1.911,39.5,13.9,0.96,1829.13,644.81,797954,48,5641636,Marginal,,04/13/20 13:12:55,ramorgan2,277815327.0,8
58465.147000000004,g,408.27,5.6338,12288,0.97,31.634,1.7069999999999999,22.4,8.2,0.95,798.53,2661.29,802581,48,5801903,Marginal,,04/13/20 13:21:56,ramorgan2,285253151.0,8
58454.278,g,46.027,4.3353,12288,0.86,31.593000000000004,2.082,20.4,9.5,0.96,858.08,2339.16,798709,32,5724139,Marginal,,04/13/20 13:21:36,ramorgan2,282951424.0,8
58371.378,r,20.278,5.791,4096,0.522,31.771,2.004,35.6,16.4,0.98,797.63,136.26,771610,9,5682600,Marginal,,04/13/20 22:00:32,ramorgan2,295572380.0,8
58451.145,r,84.98200000000001,7.2902,4096,0.513,31.764,1.508,32.8,14.6,0.98,1873.7,725.81,797483,57,5735271,Marginal,,04/13/20 21:59:18,ramorgan2,283443806.0,9
58382.376,g,47.729,4.7444,4096,0.57,31.648000000000003,2.345,21.4,9.4,0.98,593.25,936.85,776097,28,5501400,Marginal,,04/13/20 13:19:42,ramorgan2,267413305.0,9
58454.099,g,154.85,4.5363,12288,0.93,31.616999999999997,1.807,23.3,9.6,1.01,34.97,460.1,798588,35,5657119,Marginal,,04/13/20 13:18:01,ramorgan2,278964707.0,9
58481.15900000001,r,19.199,3.8236,4096,0.15,33.082,2.373,57.9,45.3,0.97,495.36,3500.49,807039,24,5870884,Marginal,,04/13/20 16:43:07,ramorgan2,289251592.0,9
58455.306,g,91.698,5.5096,12288,0.76,31.653,1.802,20.3,11.4,0.92,1371.31,3131.34,799094,40,5741202,Marginal,,04/13/20 16:37:23,ramorgan2,280475413.0,10
58410.163,z,162.83,23.545,4096,0.21,31.46,2.7260000000000004,82.9,49.9,0.93,680.48,537.79,785007,10,5507192,Marginal,,04/13/20 16:49:07,ramorgan2,269398222.0,11
58437.194,i,40.772,9.5908,4096,0.408,31.709,1.933,62.0,26.4,0.94,810.69,64.95,794120,18,5731326,Marginal,,04/13/20 16:46:01,ramorgan2,275696989.0,11
