MJD,FLT,FLUXCAL,FLUXCALERR,PHOTFLAG,PHOTPROB,ZPFLUX,PSF,SKYSIG,SKYSIG_T,GAIN,XPIX,YPIX,EXPNUM,CCDNUM,SNID,ACTION,COMMENT,TIME,USER,OBJID_COPY,BATCH
58468.04,z,39.555,11.293,4096,0.425,32.907,2.02,175.6,154.2,0.94,79.05,151.32,803526,11,5889183,DarkSpotInTemplateCenter,,04/11/20 20:11:55,ramorgan2,285846733.0,1
58482.15900000001,r,10.529000000000002,2.7904,4096,0.03,33.089,2.086,50.0,52.2,1.02,363.31,722.28,807330,21,5883420,DarkSpotInTemplateCenter,,04/11/20 17:25:31,ramorgan2,289742717.0,1
58464.179000000004,r,25.397,5.9207,4096,0.32,31.783,2.049,30.2,14.1,0.96,1005.94,2888.48,802256,30,5751893,DarkSpotInTemplateCenter,,04/10/20 11:53:30,ramorgan2,284240257.0,1
58468.04,z,51.482,11.137,4096,0.45299999999999996,32.907,2.02,175.6,154.2,0.94,205.67,1644.98,803526,11,5790435,DarkSpotInTemplateCenter,,04/10/20 11:52:44,ramorgan2,285847372.0,2
58481.15900000001,r,19.055,3.6665,4096,0.33,33.082,2.373,57.9,45.3,0.97,1311.32,3649.8,807039,24,5875828,DarkSpotInTemplateCenter,,04/11/20 17:28:55,ramorgan2,289251170.0,2
58468.04,z,42.42,10.715,4096,0.345,32.907,2.02,175.6,154.2,0.94,1808.03,3451.02,803526,11,5889179,DarkSpotInTemplateCenter,,04/11/20 20:10:54,ramorgan2,285847818.0,3
58468.04,z,47.018,11.019,4096,0.525,32.907,2.02,175.6,154.2,0.94,446.41,1490.78,803526,11,5789831,DarkSpotInTemplateCenter,,04/11/20 17:36:01,ramorgan2,285847314.0,3
58481.125,g,11.683,3.0077,4096,0.344,32.971,2.636,35.3,44.6,1.04,715.45,3510.47,807030,41,5883409,DarkSpotInTemplateCenter,,04/11/20 20:13:29,ramorgan2,289138245.0,5
58483.147,r,23.468000000000004,2.8748,4096,0.33,33.075,1.837,57.8,55.3,0.96,1626.36,3788.68,807643,11,5880244,DarkSpotInTemplateCenter,,04/11/20 20:53:45,ramorgan2,289982164.0,5
58466.03599999999,i,28.307,5.3937,4096,0.368,33.244,1.784,142.7,102.2,1.02,1227.16,1848.63,802852,52,5799271,DarkSpotInTemplateCenter,,04/11/20 20:23:21,ramorgan2,285383030.0,5
